Word1	Word2	Similarity
salad	meatball	0.5319
meatball	ravioli	0.5147
ravioli	raviolis	0.7222
raviolis	lasagna	0.6110
lasagna	alfredo	0.6030
alfredo	escarole	0.7197
escarole	ragu	0.6999
ragu	marsala	0.7332
marsala	bearnaise	0.7191
bearnaise	croquette	0.7021
croquette	pimiento	0.6874
pimiento	pimento	0.7262
pimento	saute	0.4332
saute	dijon	0.5237
dijon	asiago	0.7249
asiago	6392 2785	N/A
6392 2785	CFA	N/A
CFA	popo	0.0210
popo	ya	0.5634
ya	cuz	0.7009
cuz	lil	0.7198
lil	lol	0.7186
lol	tho	0.7608
tho	haha	0.7019
haha	hehe	0.7268
hehe	hehehe	0.6387
hehehe	micheal	0.6418
micheal	lindsey	0.7448
lindsey	jar	0.1503
jar	whitney	0.2046
whitney	nigel	0.7432
nigel	jessie	0.7243
jessie	sandra	0.7411
sandra	jesse	0.7258
jesse	jk	0.7090
jk	becky	0.7357
becky	lori	0.7497
lori	6392 2786	N/A
6392 2786	CFA	N/A
CFA	wearer	-0.0267
wearer	wear	0.4894
wear	don	0.7079
don	doff	0.6104
doff	unbutton	0.3850
unbutton	fondle	0.4712
fondle	undress	0.5122
undress	sass	0.1107
sass	disrobe	0.1782
disrobe	masturbate	0.5652
masturbate	leer	0.3961
leer	ogle	0.5148
ogle	pout	0.3993
pout	glower	0.4279
glower	preen	0.3864
preen	prance	0.4936
prance	cavort	0.6514
cavort	skulk	0.4874
skulk	saunter	0.5745
saunter	swagger	0.2702
swagger	6392 2787	N/A
6392 2787	CFA	N/A
CFA	recklessness	0.0758
recklessness	greed	0.5643
greed	hubris	0.6378
hubris	avarice	0.6212
avarice	cupidity	0.6700
cupidity	venality	0.5728
venality	shamelessness	0.6311
shamelessness	arrogance	0.6334
arrogance	incompetence	0.6709
incompetence	ineptitude	0.7670
ineptitude	stupidity	0.6255
stupidity	foolishness	0.7724
foolishness	folly	0.7003
folly	idiocy	0.6241
idiocy	lunacy	0.7680
lunacy	hypocrisy	0.5427
hypocrisy	absurdity	0.6367
absurdity	inanity	0.7015
inanity	silliness	0.7109
silliness	buffoonery	0.6530
buffoonery	6392 2788	N/A
6392 2788	CFA	N/A
CFA	obey	0.0689
obey	abide	0.6267
abide	flout	0.5474
flout	disregard	0.5369
disregard	defy	0.4341
defy	contradict	0.4194
contradict	ignore	0.3962
ignore	misunderstand	0.5446
misunderstand	undermine	0.3903
undermine	undercut	0.7723
undercut	subvert	0.4776
subvert	negate	0.3531
negate	nullifie	N/A
nullifie	invalidate	N/A
invalidate	obliterate	0.3090
obliterate	demolishe	N/A
demolishe	destroy	N/A
destroy	shatter	0.4661
shatter	distort	0.3782
distort	misrepresent	0.4871
misrepresent	6392 2789	N/A
6392 2789	CFA	N/A
CFA	bait	0.0711
bait	shiner	0.4055
shiner	pinfish	0.4229
pinfish	ladyfish	0.7603
ladyfish	redfish	0.7573
redfish	tarpon	0.8039
tarpon	kingfish	0.7411
kingfish	pompano	0.7107
pompano	bluefish	0.6833
bluefish	weakfish	0.7629
weakfish	seatrout	0.6426
seatrout	trout	0.7085
trout	bluegill	0.7751
bluegill	walleye	0.7405
walleye	walleyes	0.8354
walleyes	sunfish	0.7546
sunfish	shad	0.6328
shad	fish	0.6740
fish	catfish	0.7454
catfish	croaker	0.6252
croaker	6392 2790	N/A
6392 2790	CFA	N/A
CFA	embolden	-0.0051
embolden	alienate	0.5178
alienate	enrage	0.6356
enrage	inflame	0.5511
inflame	provoke	0.6506
provoke	polarize	0.5412
polarize	incite	0.5308
incite	arouse	0.6197
arouse	engender	0.6302
engender	elicit	0.6184
elicit	induce	0.5584
induce	instigate	0.4498
instigate	foment	0.6359
foment	stoke	0.5294
stoke	reignite	0.6795
reignite	spark	0.7125
spark	ignite	0.7488
ignite	rekindle	0.6311
rekindle	kindle	0.6408
kindle	spur	0.4220
spur	6392 2791	N/A
6392 2791	CFA	N/A
CFA	murder	0.0301
murder	slaying	0.8206
slaying	homicide	0.6088
homicide	killing	0.3938
killing	shooting	0.4192
shooting	slay	0.2406
slay	kill	0.4796
kill	kidnap	0.4476
kidnap	abduct	0.7909
abduct	abduction	0.6691
abduction	rape	0.5732
rape	carjack	0.3480
carjack	robbery	0.6006
robbery	stab	0.3189
stab	stabbing	0.4847
stabbing	burglary	0.5257
burglary	theft	0.7030
theft	housebreak	0.4362
housebreak	larceny	0.4376
larceny	carjacking	0.4419
carjacking	6392 2792	N/A
6392 2792	CFA	N/A
CFA	roughen	-0.0124
roughen	carborundum	0.5292
carborundum	carbide	0.3952
carbide	ductile	0.5134
ductile	ductility	0.6416
ductility	ksi	0.6751
ksi	modulu	N/A
modulu	tensile	N/A
tensile	corrugation	0.5546
corrugation	waviness	0.6949
waviness	lamination	0.4370
lamination	eutectic	0.4937
eutectic	anneal	0.6595
anneal	substrate	0.5939
substrate	polymeric	0.6938
polymeric	polymer	0.7918
polymer	membrane	0.6727
membrane	polymerization	0.5941
polymerization	hydrolysis	0.6610
hydrolysis	oxidation	0.6715
oxidation	6392 2793	N/A
6392 2793	CFA	N/A
CFA	mujahe	N/A
mujahe	mujahid	N/A
mujahid	mujahideen	0.6116
mujahideen	jihad	0.6557
jihad	jihadist	0.7254
jihadist	jihadis	0.7067
jihadis	terrorist	0.5664
terrorist	extremist	0.6812
extremist	militant	0.7071
militant	insurgent	0.7025
insurgent	guerrilla	0.6056
guerrilla	guerilla	0.8203
guerilla	rebel	0.4495
rebel	insurgency	0.4607
insurgency	militancy	0.6896
militancy	extremism	0.7345
extremism	radicalism	0.7823
radicalism	fundamentalism	0.6952
fundamentalism	fundamentalist	0.6518
fundamentalist	radical	0.5726
radical	6392 2794	N/A
6392 2794	CFA	N/A
CFA	aspirate	-0.0179
aspirate	pepsin	0.5714
pepsin	lactobacillus	0.7196
lactobacillus	staphylococci	0.6188
staphylococci	subtili	N/A
subtili	bacilli	N/A
bacilli	cocci	0.6684
cocci	bacteria	0.5535
bacteria	bacterium	0.8470
bacterium	microbe	0.7712
microbe	microorganism	0.7170
microorganism	bacterial	0.7078
bacterial	pathogen	0.7184
pathogen	organism	0.6500
organism	fungus	0.5306
fungus	fungal	0.7151
fungal	nematode	0.5775
nematode	aphid	0.7320
aphid	mite	0.4903
mite	insect	0.5405
insect	6392 2795	N/A
6392 2795	CFA	N/A
CFA	invader	-0.0626
invader	invasion	0.4039
invasion	assault	0.4499
assault	rape	0.5477
rape	murder	0.6630
murder	slaying	0.8206
slaying	shooting	0.5031
shooting	homicide	0.4220
homicide	killing	0.3938
killing	massacre	0.5422
massacre	slay	0.3620
slay	kill	0.4796
kill	stab	0.3631
stab	stabbing	0.4847
stabbing	robbery	0.6055
robbery	burglary	0.7657
burglary	theft	0.7030
theft	larceny	0.6878
larceny	housebreak	0.4376
housebreak	carjacking	0.4419
carjacking	6392 2796	N/A
6392 2796	CFA	N/A
CFA	disintegration	0.0154
disintegration	decay	0.5326
decay	decrepitude	0.5660
decrepitude	shabbiness	0.5388
shabbiness	drabness	0.6376
drabness	seediness	0.5407
seediness	decadence	0.5300
decadence	tawdriness	0.6094
tawdriness	vapidity	0.6532
vapidity	sleaziness	0.6082
sleaziness	sordidness	0.5625
sordidness	lechery	0.6127
lechery	salaciousness	0.5593
salaciousness	banality	0.5830
banality	inanity	0.6435
inanity	pompousness	0.6005
pompousness	puerility	0.6508
puerility	clownishness	0.6108
clownishness	dilettantism	0.6609
dilettantism	humorlessness	0.5971
humorlessness	6392 2797	N/A
6392 2797	CFA	N/A
CFA	harmonization	0.1599
harmonization	harmonize	0.6853
harmonize	standardize	0.5400
standardize	standardization	0.5868
standardization	simplification	0.5001
simplification	simplify	0.6148
simplify	streamline	0.7992
streamline	automate	0.6793
automate	workflow	0.6450
workflow	automation	0.6231
automation	efficiency	0.4404
efficiency	optimize	0.4289
optimize	optimization	0.6925
optimization	analytic	0.4731
analytic	visualization	0.5470
visualization	toolset	0.5602
toolset	functionality	0.6311
functionality	interface	0.6681
interface	intuitive	0.6314
intuitive	simplifie	N/A
simplifie	6392 2798	N/A
6392 2798	CFA	N/A
CFA	christie	0.0362
christie	teresa	0.5778
teresa	susie	0.7262
susie	becky	0.7277
becky	lori	0.7497
lori	michele	0.7387
michele	christina	0.7278
christina	danielle	0.7316
danielle	nikki	0.7444
nikki	whitney	0.7499
whitney	heidi	0.7351
heidi	lindsey	0.7045
lindsey	kristin	0.7328
kristin	christine	0.7157
christine	jensen	0.7529
jensen	meyer	0.5728
meyer	cynthia	0.4651
cynthia	jar	0.2248
jar	jessie	0.1766
jessie	sandra	0.7411
sandra	6392 2799	N/A
6392 2799	CFA	N/A
CFA	enlistee	0.0662
enlistee	reenliste	N/A
reenliste	enlistment	N/A
enlistment	reenlist	0.6557
reenlist	reservist	0.4772
reservist	guardsman	0.6218
guardsman	soldier	0.6795
soldier	airmen	0.5326
airmen	serviceman	0.5353
serviceman	solider	0.7397
solider	troop	0.3441
troop	marine	0.1362
marine	paratrooper	0.2014
paratrooper	infantryman	0.6408
infantryman	infantry	0.6941
infantry	paratroop	0.6203
paratroop	battalion	0.5510
battalion	regiment	0.7025
regiment	platoon	0.5908
platoon	squadron	0.5518
squadron	6392 2801	N/A
6392 2801	CFA	N/A
CFA	sybaritic	0.0231
sybaritic	hedonistic	0.6100
hedonistic	debauch	0.3505
debauch	decadent	0.4105
decadent	licentious	0.5719
licentious	hedonism	0.5466
hedonism	decadence	0.7016
decadence	debauchery	0.6600
debauchery	licentiousness	0.5934
licentiousness	immorality	0.5872
immorality	depravity	0.6198
depravity	sadism	0.6563
sadism	deprave	0.3358
deprave	sadistic	0.3069
sadistic	bestial	0.5433
bestial	barbarous	0.5935
barbarous	barbarism	0.6277
barbarism	barbarity	0.7240
barbarity	savagery	0.6685
savagery	brutality	0.6205
brutality	6392 2803	N/A
6392 2803	CFA	N/A
CFA	fervidly	0.0925
fervidly	righteously	0.5164
righteously	hatefully	0.5196
hatefully	boorishly	0.5789
boorishly	hypocritically	0.5213
hypocritically	piously	0.6293
piously	sanctimonious	0.5820
sanctimonious	moralize	0.4750
moralize	prig	0.2644
prig	libertine	0.5069
libertine	moralist	0.5384
moralist	puritan	0.5023
puritan	dogmatist	0.4440
dogmatist	materialist	0.5565
materialist	egalitarian	0.4154
egalitarian	collectivist	0.5351
collectivist	liberal	0.4782
liberal	progressive	0.6016
progressive	conservative	0.5098
conservative	libertarian	0.6088
libertarian	6392 2804	N/A
6392 2804	CFA	N/A
CFA	rosary	-0.0814
rosary	chasuble	0.5139
chasuble	alb	0.7179
alb	vestment	0.5076
vestment	cassock	0.4841
cassock	surplice	0.6019
surplice	miter	0.5353
miter	crozier	0.5949
crozier	crosier	0.8040
crosier	monstrance	0.6061
monstrance	crucifix	0.5654
crucifix	censer	0.5313
censer	chalice	0.4431
chalice	missal	0.3387
missal	breviary	0.6006
breviary	chaplet	0.5213
chaplet	sacerdotal	0.5397
sacerdotal	eucharist	0.5635
eucharist	liturgy	0.6568
liturgy	liturgical	0.7879
liturgical	6392 2805	N/A
6392 2805	CFA	N/A
CFA	underbrush	0.0817
underbrush	thicket	0.5490
thicket	undergrowth	0.5001
undergrowth	bush	0.5072
bush	bramble	0.4391
bramble	briar	0.5779
briar	brier	0.5548
brier	bracken	0.4500
bracken	blackthorn	0.6522
blackthorn	copse	0.5971
copse	hedgerow	0.6517
hedgerow	woodland	0.6088
woodland	moorland	0.7524
moorland	heath	0.3662
heath	coppice	0.2788
coppice	understorey	0.6053
understorey	shrub	0.5910
shrub	shrubby	0.7625
shrubby	conifer	0.5763
conifer	juniper	0.5949
juniper	6392 2806	N/A
6392 2806	CFA	N/A
CFA	targette	N/A
targette	target	N/A
target	objective	0.4496
objective	goal	0.4897
goal	priority	0.3036
priority	prioritize	0.5489
prioritize	agenda	0.2530
agenda	proposal	0.3698
proposal	plan	0.7131
plan	blueprint	0.5990
blueprint	strategy	0.4466
strategy	roadmap	0.4932
roadmap	framework	0.5350
framework	principle	0.4775
principle	precept	0.4735
precept	tenet	0.4290
tenet	philosophy	0.5658
philosophy	credo	0.6825
credo	motto	0.7369
motto	mantra	0.6831
mantra	6392 2807	N/A
6392 2807	CFA	N/A
CFA	mascarae	N/A
mascarae	coiffure	N/A
coiffure	rouge	0.2558
rouge	coif	0.2207
coif	mousse	0.3394
mousse	lipstick	0.3854
lipstick	peroxide	0.3661
peroxide	pompadour	0.2044
pompadour	pomade	0.3669
pomade	sleek	0.1833
sleek	bouffant	0.3665
bouffant	tassel	0.2985
tassel	astrakhan	0.3650
astrakhan	spangle	0.4529
spangle	flounce	0.4056
flounce	underskirt	0.5239
underskirt	organdy	0.6681
organdy	shirr	N/A
shirr	placket	N/A
placket	jabot	0.5385
jabot	6392 2808	N/A
6392 2808	CFA	N/A
CFA	fertilize	-0.0117
fertilize	fertilization	0.6214
fertilization	fruit	0.1859
fruit	germination	0.3101
germination	flower	0.3389
flower	bloom	0.5887
bloom	blossom	0.6805
blossom	bud	0.4257
bud	forsythia	0.3862
forsythia	honeysuckle	0.5919
honeysuckle	viburnum	0.5999
viburnum	spirea	0.6951
spirea	daphne	0.6539
daphne	dogwood	0.6790
dogwood	holly	0.6533
holly	hydrangea	0.5943
hydrangea	clematis	0.7346
clematis	rhododendron	0.6899
rhododendron	camellia	0.6547
camellia	perennial	0.2686
perennial	6392 2809	N/A
6392 2809	CFA	N/A
CFA	competitve	0.0712
competitve	advantageous	0.4588
advantageous	competitive	0.4531
competitive	competitively	0.6202
competitively	compete	0.5230
compete	competition	0.5983
competition	competitor	0.5453
competitor	rival	0.5679
rival	upstart	0.5046
upstart	powerhouse	0.5173
powerhouse	giant	0.3852
giant	titan	0.6660
titan	behemoth	0.6921
behemoth	heavyweight	0.3525
heavyweight	juggernaut	0.2888
juggernaut	goliath	0.5525
goliath	colossus	0.6223
colossus	mighty	0.4986
mighty	leviathan	0.4808
leviathan	beast	0.5437
beast	6392 2810	N/A
6392 2810	CFA	N/A
CFA	longhair	-0.0498
longhair	tabby	0.4405
tabby	schipperke	0.5691
schipperke	papillon	0.7253
papillon	pomeranian	0.6964
pomeranian	cockapoo	0.7026
cockapoo	yorkie	0.7047
yorkie	schnoodle	0.7217
schnoodle	maltipoo	0.6768
maltipoo	chihuahua	0.6675
chihuahua	beagle	0.6927
beagle	dog	0.7419
dog	cat	0.7609
cat	puppy	0.7075
puppy	pup	0.8288
pup	kitten	0.7402
kitten	pooch	0.6472
pooch	dachshund	0.6625
dachshund	schnauzer	0.6866
schnauzer	poodle	0.7095
poodle	6392 2811	N/A
6392 2811	CFA	N/A
CFA	itchi	N/A
itchi	itchy	N/A
itchy	itch	0.5802
itch	rashe	N/A
rashe	blister	N/A
blister	sore	0.4871
sore	abscess	0.3883
abscess	swelling	0.4412
swelling	ulceration	0.3697
ulceration	ulcer	0.5208
ulcer	ulcerated	0.4826
ulcerated	ulcerate	0.5957
ulcerate	stye	0.4100
stye	inflammation	0.2839
inflammation	itchiness	0.4720
itchiness	redness	0.6506
redness	blackhead	0.4571
blackhead	pimple	0.5794
pimple	acne	0.5436
acne	eczema	0.6853
eczema	6392 2812	N/A
6392 2812	CFA	N/A
CFA	lor	0.0222
lor	hoa	0.5898
hoa	chua	0.7162
chua	nao	0.7057
nao	iya	0.7614
iya	nyo	0.7855
nyo	salamat	0.7659
salamat	isu	0.6920
isu	aar	0.7297
aar	kab	0.7721
kab	kahan	0.7816
kahan	karna	0.8062
karna	tarah	0.7510
tarah	kaa	0.7198
kaa	roz	0.7111
roz	hein	0.7087
hein	sab	0.7371
sab	kono	0.6870
kono	paar	0.7015
paar	jaan	0.7310
jaan	6392 2813	N/A
6392 2813	CFA	N/A
CFA	chua	0.1120
chua	kao	0.7274
kao	shao	0.7110
shao	zi	0.6956
zi	xin	0.7068
xin	xiang	0.7709
xiang	cai	0.7274
cai	jiang	0.7207
jiang	zhong	0.7300
zhong	qe	N/A
qe	xia	N/A
xia	liu	0.6883
liu	xing	0.6889
xing	guo	0.7426
guo	tzu	0.6688
tzu	zhou	0.7102
zhou	jie	0.6958
jie	yue	0.6765
yue	zhu	0.6758
zhu	zhen	0.7200
zhen	6392 2814	N/A
6392 2814	CFA	N/A
CFA	geld	0.0518
geld	colt	0.4526
colt	filly	0.8871
filly	trotter	0.7747
trotter	mare	0.7635
mare	stallion	0.7652
stallion	foal	0.7169
foal	sire	0.6673
sire	yearle	N/A
yearle	yearling	N/A
yearling	gelding	0.6238
gelding	horse	0.6373
horse	racehorse	0.7524
racehorse	thoroughbred	0.7679
thoroughbred	horseman	0.6133
horseman	jockey	0.6303
jockey	jockeys	0.7940
jockeys	pacer	0.4699
pacer	roan	0.4433
roan	grandsire	0.5288
grandsire	6392 2815	N/A
6392 2815	CFA	N/A
CFA	wholesaler	0.0261
wholesaler	retailer	0.5779
retailer	grocer	0.6009
grocer	supermarket	0.7215
supermarket	grocery	0.7574
grocery	store	0.5311
store	drugstore	0.6155
drugstore	pharmacy	0.7118
pharmacy	pharmacist	0.6965
pharmacist	druggist	0.6394
druggist	storeowner	0.4292
storeowner	merchant	0.4059
merchant	shopper	0.4074
shopper	shopkeeper	0.4389
shopkeeper	shop	0.5007
shop	storefront	0.5371
storefront	boutique	0.4491
boutique	mall	0.3999
mall	megastore	0.5322
megastore	superstore	0.7383
superstore	6392 2816	N/A
6392 2816	CFA	N/A
CFA	colloid	0.0736
colloid	aqueous	0.5691
aqueous	emulsion	0.6256
emulsion	viscosity	0.5729
viscosity	solubility	0.6485
solubility	soluble	0.6418
soluble	hydrolysis	0.6215
hydrolysis	oxidation	0.6715
oxidation	oxidize	0.6249
oxidize	alkali	0.4507
alkali	alkaline	0.6173
alkaline	acidic	0.6254
acidic	salt	0.3404
salt	acid	0.2974
acid	peroxide	0.4311
peroxide	nitrogenous	0.2982
nitrogenous	halogenate	N/A
halogenate	thermosette	N/A
thermosette	granulate	N/A
granulate	carbide	0.5141
carbide	6392 2817	N/A
6392 2817	CFA	N/A
CFA	polygonal	0.0060
polygonal	polygon	0.6528
polygon	geometric	0.5387
geometric	geometrical	0.7994
geometrical	geometry	0.6599
geometry	topological	0.5833
topological	trigonometric	0.5763
trigonometric	quadratic	0.6066
quadratic	dimensionless	0.6316
dimensionless	tensor	0.6238
tensor	eigenvalue	0.5863
eigenvalue	gaussian	0.5797
gaussian	isotropic	0.6242
isotropic	adiabatic	0.5973
adiabatic	asymptotic	0.6120
asymptotic	invariant	0.6156
invariant	isomorphic	0.5654
isomorphic	topologically	0.5385
topologically	polynomial	0.5524
polynomial	logarithm	0.6413
logarithm	6392 2818	N/A
6392 2818	CFA	N/A
CFA	mig	0.1013
mig	nao	0.5425
nao	issa	0.7586
issa	jaf	0.7709
jaf	minn	0.7657
minn	ilu	0.7005
ilu	sinn	0.6614
sinn	rud	0.7558
rud	bha	0.7108
bha	iad	0.7536
iad	dha	0.6839
dha	aar	0.7037
aar	iya	0.7360
iya	isu	0.7721
isu	nyo	0.7529
nyo	iyi	0.7376
iyi	tuo	0.7415
tuo	asi	0.6946
asi	nna	0.6778
nna	kono	0.7120
kono	6392 2819	N/A
6392 2819	CFA	N/A
CFA	rider	-0.0168
rider	cyclist	0.6929
cyclist	bicyclist	0.6918
bicyclist	motorcyclist	0.7493
motorcyclist	biker	0.5517
biker	walker	0.2875
walker	jogger	0.4749
jogger	pedestrian	0.4191
pedestrian	motorist	0.5461
motorist	commuter	0.3996
commuter	cabby	0.4054
cabby	cab	0.5887
cab	taxicab	0.6945
taxicab	taxis	0.6034
taxis	taxi	0.7734
taxi	bus	0.6101
bus	minibus	0.6747
minibus	van	0.6449
van	vehicle	0.6526
vehicle	truck	0.7027
truck	6392 2820	N/A
6392 2820	CFA	N/A
CFA	automatically	0.0068
automatically	optionally	0.5796
optionally	initialize	0.4429
initialize	iterator	0.5687
iterator	subroutine	0.7109
subroutine	operand	0.5554
operand	concatenate	0.5749
concatenate	literal	0.2946
literal	datatype	0.2695
datatype	delimiter	0.6100
delimiter	boolean	0.6261
boolean	grep	0.6377
grep	awk	0.7384
awk	svn	0.6322
svn	mysql	0.6950
mysql	kvm	0.7168
kvm	xterm	0.6775
xterm	mmc	0.6172
mmc	ioctl	0.6100
ioctl	multibyte	0.6482
multibyte	6392 2821	N/A
6392 2821	CFA	N/A
CFA	fabulously	-0.0903
fabulously	delightfully	0.6766
delightfully	charmingly	0.7428
charmingly	engagingly	0.6839
engagingly	marvelously	0.6159
marvelously	wonderfully	0.8393
wonderfully	splendidly	0.7572
splendidly	brilliantly	0.7661
brilliantly	beautifully	0.7596
beautifully	magnificently	0.7232
magnificently	excellently	0.7112
excellently	superbly	0.8135
superbly	expertly	0.7472
expertly	masterfully	0.7658
masterfully	deftly	0.7755
deftly	cleverly	0.7302
cleverly	artfully	0.7045
artfully	skillfully	0.6980
skillfully	adroitly	0.8027
adroitly	delicately	0.6336
delicately	6392 2822	N/A
6392 2822	CFA	N/A
CFA	cite	-0.0062
cite	note	0.2453
note	assert	0.1046
assert	posit	0.4895
posit	opine	0.5502
opine	speculate	0.5474
speculate	write	0.2450
write	observe	0.2181
observe	explain	0.3823
explain	argue	0.4184
argue	contend	0.7019
contend	say	0.5206
say	acknowledge	0.5129
acknowledge	concede	0.5455
concede	believe	0.4263
believe	think	0.6626
think	realize	0.5839
realize	admit	0.4789
admit	insist	0.4730
insist	adamant	0.5769
adamant	6392 2823	N/A
6392 2823	CFA	N/A
CFA	mantelpiece	0.0198
mantelpiece	bookshelf	0.5833
bookshelf	bookcase	0.7831
bookcase	dresser	0.6426
dresser	credenza	0.5969
credenza	sideboard	0.6097
sideboard	washstand	0.6074
washstand	satinwood	0.6712
satinwood	ormolu	0.7266
ormolu	parquetry	0.6996
parquetry	wainscotting	0.6495
wainscotting	wainscot	0.7396
wainscot	wainscote	N/A
wainscote	panel	N/A
panel	molding	0.1482
molding	valance	0.3273
valance	sconce	0.5927
sconce	headboard	0.5696
headboard	daybe	N/A
daybe	othman	N/A
othman	6392 2824	N/A
6392 2824	CFA	N/A
CFA	shamus	-0.0120
shamus	squealer	0.5094
squealer	strumpet	0.5151
strumpet	minx	0.6255
minx	vixenish	0.6285
vixenish	coquette	0.6633
coquette	sexpot	0.6236
sexpot	vixen	0.7135
vixen	temptress	0.6565
temptress	floozy	0.5990
floozy	hussy	0.6598
hussy	bimbo	0.6380
bimbo	airhead	0.6803
airhead	bitchy	0.5768
bitchy	catty	0.7873
catty	cattiness	0.6580
cattiness	frump	0.4879
frump	mumsy	0.6401
mumsy	harridan	0.5053
harridan	harpy	0.7075
harpy	6392 2825	N/A
6392 2825	CFA	N/A
CFA	campground	-0.0275
campground	campsite	0.7514
campsite	camp	0.4407
camp	camper	0.4469
camper	campfire	0.3924
campfire	bonfire	0.5808
bonfire	barbecue	0.4572
barbecue	picnic	0.6196
picnic	cookout	0.6324
cookout	barbeque	0.7035
barbeque	clambake	0.4891
clambake	dinner	0.5290
dinner	supper	0.7596
supper	potluck	0.6530
potluck	together	0.2654
together	social	0.1683
social	luncheon	0.0822
luncheon	gathering	0.4164
gathering	brunch	0.2941
brunch	banquet	0.5373
banquet	6392 2826	N/A
6392 2826	CFA	N/A
CFA	rescission	0.0008
rescission	reconsideration	0.4445
reconsideration	rehear	0.4689
rehear	recusal	0.4247
recusal	recuse	0.6204
recuse	disqualify	0.5584
disqualify	disqualifie	N/A
disqualifie	preclude	N/A
preclude	prohibit	0.6620
prohibit	forbid	0.8740
forbid	bar	0.1677
bar	ban	0.1780
ban	debar	0.2726
debar	exempt	0.3464
exempt	exclude	0.4258
exclude	exclusion	0.4769
exclusion	disallow	0.2918
disallow	restrict	0.5751
restrict	prevent	0.4246
prevent	discourage	0.6754
discourage	6392 2827	N/A
6392 2827	CFA	N/A
CFA	analyze	0.0305
analyze	review	0.3783
review	scrutinize	0.5097
scrutinize	vet	0.1762
vet	evaluate	0.1943
evaluate	examine	0.7423
examine	assess	0.6919
assess	reassess	0.5753
reassess	reevaluate	0.8221
reevaluate	reconsider	0.6606
reconsider	reexamine	0.6753
reexamine	revisit	0.6592
revisit	rethought	0.3885
rethought	rework	0.3499
rework	rewrite	0.5181
rewrite	tweak	0.5041
tweak	alter	0.5780
alter	change	0.6724
change	tinker	0.4132
tinker	overhaul	0.3141
overhaul	6392 2828	N/A
6392 2828	CFA	N/A
CFA	bloodbath	0.0983
bloodbath	mayhem	0.6024
mayhem	bloodlette	N/A
bloodlette	carnage	N/A
carnage	savagery	0.5435
savagery	viciousness	0.6463
viciousness	ferocity	0.6738
ferocity	ferociousness	0.7158
ferociousness	ferocious	0.5569
ferocious	fierceness	0.5110
fierceness	fearlessness	0.5918
fearlessness	tenacity	0.7054
tenacity	doggedness	0.7433
doggedness	ruthlessness	0.5369
ruthlessness	relentlessness	0.5417
relentlessness	boldness	0.5043
boldness	aggressiveness	0.5147
aggressiveness	toughness	0.6666
toughness	explosiveness	0.6652
explosiveness	quickness	0.8056
quickness	6392 2829	N/A
6392 2829	CFA	N/A
CFA	barer	-0.0489
barer	bare	0.5182
bare	naked	0.5025
naked	unclothe	N/A
unclothe	clothe	N/A
clothe	undress	0.2559
undress	nude	0.5180
nude	topless	0.7955
topless	bikini	0.6639
bikini	bikinis	0.7510
bikinis	swimsuit	0.5938
swimsuit	swimwear	0.7139
swimwear	lingerie	0.7077
lingerie	underwear	0.6603
underwear	undergarment	0.6137
undergarment	underclothe	N/A
underclothe	pantie	N/A
pantie	knicker	0.4805
knicker	underpant	N/A
underpant	undie	N/A
undie	6392 2830	N/A
6392 2830	CFA	N/A
CFA	deign	0.0264
deign	refuse	0.4158
refuse	choose	0.4323
choose	want	0.4979
want	opt	0.3561
opt	ask	0.2892
ask	persuade	0.3800
persuade	agree	0.3879
agree	spurn	0.2782
spurn	abandon	0.5635
abandon	rebuff	0.3628
rebuff	backtrack	0.3761
backtrack	relent	0.3717
relent	reject	0.3273
reject	nix	0.5336
nix	okay	0.1946
okay	moot	0.2728
moot	approve	0.1408
approve	rethink	0.2553
rethink	reconsider	0.7298
reconsider	6392 2831	N/A
6392 2831	CFA	N/A
CFA	tacos	-0.1412
tacos	quesadilla	0.6537
quesadilla	fajita	0.6271
fajita	enchiladas	0.6374
enchiladas	tamale	0.6204
tamale	tortilla	0.6350
tortilla	burritos	0.4978
burritos	burrito	0.7550
burrito	taco	0.7377
taco	burger	0.6799
burger	sandwich	0.7489
sandwich	hamburger	0.6669
hamburger	cheeseburger	0.7116
cheeseburger	fry	0.3445
fry	nachos	0.3260
nachos	coleslaw	0.6604
coleslaw	slaw	0.8159
slaw	salad	0.6698
salad	meatloaf	0.6231
meatloaf	reuben	0.6748
reuben	6392 2832	N/A
6392 2832	CFA	N/A
CFA	exercise	0.0828
exercise	vest	0.2430
vest	exercisable	0.3812
exercisable	entitle	0.5016
entitle	pursuant	0.3791
pursuant	ii	0.5521
ii	iv	0.8162
iv	iii	0.8680
iii	vi	0.6616
vi	viii	0.6550
viii	ix	0.7431
ix	xviii	0.6521
xviii	xvi	0.7347
xvi	xii	0.7123
xii	xv	0.7218
xv	vii	0.6611
vii	xiii	0.6864
xiii	xiv	0.7442
xiv	xxi	0.7086
xxi	xxii	0.7787
xxii	6392 2833	N/A
6392 2833	CFA	N/A
CFA	pug	0.0696
pug	dachshund	0.6586
dachshund	dog	0.7072
dog	pooch	0.7627
pooch	pet	0.6579
pet	feline	0.6147
feline	cat	0.7326
cat	kitten	0.7465
kitten	kitty	0.3959
kitty	chihuahuas	0.3713
chihuahuas	puppy	0.5753
puppy	pup	0.8288
pup	tabby	0.6399
tabby	canine	0.4184
canine	animal	0.5623
animal	rabbit	0.5270
rabbit	bunny	0.6440
bunny	critter	0.5707
critter	creature	0.6753
creature	reptile	0.6292
